FUZZ,url,redirectlocation,position,status_code,content_length,content_words,content_lines,content_type,duration,resultfile,Ffufhash
4f24243031f88188,http://94.237.57.211:40271/stats/4f24243031f88188_index.html/stats.txt,,10,404,52,4,3,text/html,86.344641ms,,90e67a
2b2531036509299e,http://94.237.57.211:40271/stats/2b2531036509299e_index.html/stats.txt,,200,404,52,4,3,text/html,103.501624ms,,90e67c8
23f2f6ecbefb0dfd,http://94.237.57.211:40271/stats/23f2f6ecbefb0dfd_index.html/stats.txt,,23,404,52,4,3,text/html,99.890539ms,,90e6717
47b65ac51e78d66a,http://94.237.57.211:40271/stats/47b65ac51e78d66a_index.html/stats.txt,,15,404,52,4,3,text/html,100.944615ms,,90e67f
09dd2f79f84cf80a,http://94.237.57.211:40271/stats/09dd2f79f84cf80a_index.html/stats.txt,,4,404,52,4,3,text/html,107.640845ms,,90e674
1723892938e7206e,http://94.237.57.211:40271/stats/1723892938e7206e_index.html/stats.txt,,31,404,52,4,3,text/html,106.160637ms,,90e671f
a216076011145ef7,http://94.237.57.211:40271/stats/a216076011145ef7_index.html/stats.txt,,27,404,52,4,3,text/html,142.239599ms,,90e671b
760e64d6b7e6ed50,http://94.237.57.211:40271/stats/760e64d6b7e6ed50_index.html/stats.txt,,77,404,52,4,3,text/html,113.623189ms,,90e674d
e525b4c4f8b01f1b,http://94.237.57.211:40271/stats/e525b4c4f8b01f1b_index.html/stats.txt,,26,404,52,4,3,text/html,136.991105ms,,90e671a
18fd38b548b75a15,http://94.237.57.211:40271/stats/18fd38b548b75a15_index.html/stats.txt,,89,404,52,4,3,text/html,140.073438ms,,90e6759
f19076dd06cc49e8,http://94.237.57.211:40271/stats/f19076dd06cc49e8_index.html/stats.txt,,25,404,52,4,3,text/html,139.455834ms,,90e6719
c8e0835296d41369,http://94.237.57.211:40271/stats/c8e0835296d41369_index.html/stats.txt,,43,404,52,4,3,text/html,142.950821ms,,90e672b
d7c2fe2aaff417f4,http://94.237.57.211:40271/stats/d7c2fe2aaff417f4_index.html/stats.txt,,127,404,52,4,3,text/html,396.443206ms,,90e677f
b5c79735a7ed7777,http://94.237.57.211:40271/stats/b5c79735a7ed7777_index.html/stats.txt,,126,404,52,4,3,text/html,400.214651ms,,90e677e
