FUZZ,url,redirectlocation,position,status_code,content_length,content_words,content_lines,content_type,duration,resultfile,Ffufhash
88c12eb43e52204a,http://94.237.57.211:40271/stats/88c12eb43e52204a_index.html/stats.txt,,2,404,52,4,3,text/html,80.323001ms,,645fe2
b21422667018055e,http://94.237.57.211:40271/stats/b21422667018055e_index.html/stats.txt,,116,404,52,4,3,text/html,81.535827ms,,645fe74
4190a533d966ec51,http://94.237.57.211:40271/stats/4190a533d966ec51_index.html/stats.txt,,1,404,52,4,3,text/html,80.756183ms,,645fe1
64b41d3d1a0a8fa3,http://94.237.57.211:40271/stats/64b41d3d1a0a8fa3_index.html/stats.txt,,5,404,52,4,3,text/html,87.707767ms,,645fe5
4f6e830c0c1eeebe,http://94.237.57.211:40271/stats/4f6e830c0c1eeebe_index.html/stats.txt,,27,404,52,4,3,text/html,96.509437ms,,645fe1b
83e845db9d6dfe0f,http://94.237.57.211:40271/stats/83e845db9d6dfe0f_index.html/stats.txt,,13,404,52,4,3,text/html,97.081482ms,,645fed
ee73a5839bb9c412,http://94.237.57.211:40271/stats/ee73a5839bb9c412_index.html/stats.txt,,113,404,52,4,3,text/html,107.358384ms,,645fe71
6b4d258557b42823,http://94.237.57.211:40271/stats/6b4d258557b42823_index.html/stats.txt,,9,404,52,4,3,text/html,110.696139ms,,645fe9
9cb0a74584b630e8,http://94.237.57.211:40271/stats/9cb0a74584b630e8_index.html/stats.txt,,8,404,52,4,3,text/html,110.987121ms,,645fe8
af9aaa3f8092083c,http://94.237.57.211:40271/stats/af9aaa3f8092083c_index.html/stats.txt,,115,404,52,4,3,text/html,108.865681ms,,645fe73
25e68f56e9ab463c,http://94.237.57.211:40271/stats/25e68f56e9ab463c_index.html/stats.txt,,133,404,52,4,3,text/html,96.100845ms,,645fe85
c5e333548902d05a,http://94.237.57.211:40271/stats/c5e333548902d05a_index.html/stats.txt,,21,404,52,4,3,text/html,112.080144ms,,645fe15
fd73eedba9d40fea,http://94.237.57.211:40271/stats/fd73eedba9d40fea_index.html/stats.txt,,4,404,52,4,3,text/html,130.85976ms,,645fe4
ed2a90e4ab2eba08,http://94.237.57.211:40271/stats/ed2a90e4ab2eba08_index.html/stats.txt,,14,404,52,4,3,text/html,151.460146ms,,645fee
5392b5cc8f090a3c,http://94.237.57.211:40271/stats/5392b5cc8f090a3c_index.html/stats.txt,,130,404,52,4,3,text/html,131.066784ms,,645fe82
2ab9e764794e0515,http://94.237.57.211:40271/stats/2ab9e764794e0515_index.html/stats.txt,,180,404,52,4,3,text/html,127.78578ms,,645feb4
cbbd57090f77541c,http://94.237.57.211:40271/stats/cbbd57090f77541c_index.html/stats.txt,,6,404,52,4,3,text/html,148.951259ms,,645fe6
cccac0b57506f2b3,http://94.237.57.211:40271/stats/cccac0b57506f2b3_index.html/stats.txt,,137,404,52,4,3,text/html,130.950992ms,,645fe89
ea03c46c88e0f0d8,http://94.237.57.211:40271/stats/ea03c46c88e0f0d8_index.html/stats.txt,,185,404,52,4,3,text/html,131.008534ms,,645feb9
4dd2c48850a5da5e,http://94.237.57.211:40271/stats/4dd2c48850a5da5e_index.html/stats.txt,,135,404,52,4,3,text/html,133.816224ms,,645fe87
5dfbe52b24a7f7c0,http://94.237.57.211:40271/stats/5dfbe52b24a7f7c0_index.html/stats.txt,,11,404,52,4,3,text/html,147.469456ms,,645feb
c1ea2a5a7fc5327b,http://94.237.57.211:40271/stats/c1ea2a5a7fc5327b_index.html/stats.txt,,168,404,52,4,3,text/html,134.375092ms,,645fea8
f83ac9c73a7de152,http://94.237.57.211:40271/stats/f83ac9c73a7de152_index.html/stats.txt,,131,404,52,4,3,text/html,138.511497ms,,645fe83
eff5501c4912980b,http://94.237.57.211:40271/stats/eff5501c4912980b_index.html/stats.txt,,34,404,52,4,3,text/html,364.775762ms,,645fe22
2321a8c08fa6cf7c,http://94.237.57.211:40271/stats/2321a8c08fa6cf7c_index.html/stats.txt,,17,404,52,4,3,text/html,367.724294ms,,645fe11
2514c76e4fa33b72,http://94.237.57.211:40271/stats/2514c76e4fa33b72_index.html/stats.txt,,20,404,52,4,3,text/html,366.910777ms,,645fe14
e70cb38478aa16da,http://94.237.57.211:40271/stats/e70cb38478aa16da_index.html/stats.txt,,125,404,52,4,3,text/html,369.29838ms,,645fe7d
6230d5f04a59a703,http://94.237.57.211:40271/stats/6230d5f04a59a703_index.html/stats.txt,,22,404,52,4,3,text/html,370.363767ms,,645fe16
f6f6335a9d6cf691,http://94.237.57.211:40271/stats/f6f6335a9d6cf691_index.html/stats.txt,,121,404,52,4,3,text/html,364.874245ms,,645fe79
813ebf87ca32523a,http://94.237.57.211:40271/stats/813ebf87ca32523a_index.html/stats.txt,,28,404,52,4,3,text/html,365.768765ms,,645fe1c
b9b704ffe1119caa,http://94.237.57.211:40271/stats/b9b704ffe1119caa_index.html/stats.txt,,19,404,52,4,3,text/html,366.99529ms,,645fe13
b44b6b7f7dbdb956,http://94.237.57.211:40271/stats/b44b6b7f7dbdb956_index.html/stats.txt,,32,404,52,4,3,text/html,368.151388ms,,645fe20
6115399c052a868f,http://94.237.57.211:40271/stats/6115399c052a868f_index.html/stats.txt,,122,404,52,4,3,text/html,370.544392ms,,645fe7a
bea5a9b0afce62fc,http://94.237.57.211:40271/stats/bea5a9b0afce62fc_index.html/stats.txt,,169,404,52,4,3,text/html,376.055033ms,,645fea9
04cf4dad50058ba3,http://94.237.57.211:40271/stats/04cf4dad50058ba3_index.html/stats.txt,,160,404,52,4,3,text/html,378.154623ms,,645fea0
ab9a0316580dedbc,http://94.237.57.211:40271/stats/ab9a0316580dedbc_index.html/stats.txt,,143,404,52,4,3,text/html,382.66292ms,,645fe8f
c6c5ac4da69ddacc,http://94.237.57.211:40271/stats/c6c5ac4da69ddacc_index.html/stats.txt,,158,404,52,4,3,text/html,381.300872ms,,645fe9e
ae89e8302d54c17c,http://94.237.57.211:40271/stats/ae89e8302d54c17c_index.html/stats.txt,,30,404,52,4,3,text/html,403.832206ms,,645fe1e
04b265e1b2788a7d,http://94.237.57.211:40271/stats/04b265e1b2788a7d_index.html/stats.txt,,144,404,52,4,3,text/html,388.263194ms,,645fe90
456946b6814b140d,http://94.237.57.211:40271/stats/456946b6814b140d_index.html/stats.txt,,120,404,52,4,3,text/html,404.938194ms,,645fe78
248ee27d7bc94fbe,http://94.237.57.211:40271/stats/248ee27d7bc94fbe_index.html/stats.txt,,68,404,52,4,3,text/html,387.701184ms,,645fe44
ede1b168ab002623,http://94.237.57.211:40271/stats/ede1b168ab002623_index.html/stats.txt,,72,404,52,4,3,text/html,392.772297ms,,645fe48
7ffc0ca4dccc984c,http://94.237.57.211:40271/stats/7ffc0ca4dccc984c_index.html/stats.txt,,195,404,52,4,3,text/html,395.359291ms,,645fec3
00fb320591542c95,http://94.237.57.211:40271/stats/00fb320591542c95_index.html/stats.txt,,54,404,52,4,3,text/html,406.355206ms,,645fe36
444cc5b79bbcebd4,http://94.237.57.211:40271/stats/444cc5b79bbcebd4_index.html/stats.txt,,175,404,52,4,3,text/html,411.429975ms,,645feaf
09bb5c7a82851b84,http://94.237.57.211:40271/stats/09bb5c7a82851b84_index.html/stats.txt,,181,404,52,4,3,text/html,414.710078ms,,645feb5
2f3aa1f1c5ffdd00,http://94.237.57.211:40271/stats/2f3aa1f1c5ffdd00_index.html/stats.txt,,174,404,52,4,3,text/html,415.435031ms,,645feae
c0757f4a870104aa,http://94.237.57.211:40271/stats/c0757f4a870104aa_index.html/stats.txt,,92,404,52,4,3,text/html,426.359494ms,,645fe5c
bf4f76c579fd543e,http://94.237.57.211:40271/stats/bf4f76c579fd543e_index.html/stats.txt,,126,404,52,4,3,text/html,654.463341ms,,645fe7e
dfdc5d0fce29c2cb,http://94.237.57.211:40271/stats/dfdc5d0fce29c2cb_index.html/stats.txt,,7,404,52,4,3,text/html,655.137392ms,,645fe7
8a9a290a2d3147df,http://94.237.57.211:40271/stats/8a9a290a2d3147df_index.html/stats.txt,,119,404,52,4,3,text/html,684.106685ms,,645fe77
1f28fc6981a36c91,http://94.237.57.211:40271/stats/1f28fc6981a36c91_index.html/stats.txt,,26,404,52,4,3,text/html,684.19571ms,,645fe1a
384ebc83b346d148,http://94.237.57.211:40271/stats/384ebc83b346d148_index.html/stats.txt,,114,404,52,4,3,text/html,685.082717ms,,645fe72
6ba6edee45e63b6a,http://94.237.57.211:40271/stats/6ba6edee45e63b6a_index.html/stats.txt,,136,404,52,4,3,text/html,674.71455ms,,645fe88
6f5c81e1c28e01b2,http://94.237.57.211:40271/stats/6f5c81e1c28e01b2_index.html/stats.txt,,37,404,52,4,3,text/html,688.060705ms,,645fe25
d3540696e3074866,http://94.237.57.211:40271/stats/d3540696e3074866_index.html/stats.txt,,41,404,52,4,3,text/html,688.591238ms,,645fe29
591633bd7d0a7805,http://94.237.57.211:40271/stats/591633bd7d0a7805_index.html/stats.txt,,42,404,52,4,3,text/html,688.660316ms,,645fe2a
c4af9af1e1e1d126,http://94.237.57.211:40271/stats/c4af9af1e1e1d126_index.html/stats.txt,,123,404,52,4,3,text/html,690.761218ms,,645fe7b
c24488ce63768ce4,http://94.237.57.211:40271/stats/c24488ce63768ce4_index.html/stats.txt,,31,404,52,4,3,text/html,691.360544ms,,645fe1f
35d182fe6721ede3,http://94.237.57.211:40271/stats/35d182fe6721ede3_index.html/stats.txt,,153,404,52,4,3,text/html,700.276767ms,,645fe99
4b73e25afce4b658,http://94.237.57.211:40271/stats/4b73e25afce4b658_index.html/stats.txt,,142,404,52,4,3,text/html,703.463531ms,,645fe8e
a8930af898959bd8,http://94.237.57.211:40271/stats/a8930af898959bd8_index.html/stats.txt,,164,404,52,4,3,text/html,705.803654ms,,645fea4
579e06db5436c3bf,http://94.237.57.211:40271/stats/579e06db5436c3bf_index.html/stats.txt,,12,404,52,4,3,text/html,722.465313ms,,645fec
1790e57a81bdd369,http://94.237.57.211:40271/stats/1790e57a81bdd369_index.html/stats.txt,,128,404,52,4,3,text/html,708.039623ms,,645fe80
cefb4d6f3cb84f29,http://94.237.57.211:40271/stats/cefb4d6f3cb84f29_index.html/stats.txt,,980,404,52,4,3,text/html,76.630034ms,,645fe3d4
31ae6a5eed971803,http://94.237.57.211:40271/stats/31ae6a5eed971803_index.html/stats.txt,,821,404,52,4,3,text/html,76.168274ms,,645fe335
8f414aa413461fa6,http://94.237.57.211:40271/stats/8f414aa413461fa6_index.html/stats.txt,,833,404,52,4,3,text/html,75.885271ms,,645fe341
b4040d7fbccc0f89,http://94.237.57.211:40271/stats/b4040d7fbccc0f89_index.html/stats.txt,,975,404,52,4,3,text/html,76.416865ms,,645fe3cf
cd0e48f08d49c802,http://94.237.57.211:40271/stats/cd0e48f08d49c802_index.html/stats.txt,,972,404,52,4,3,text/html,76.550751ms,,645fe3cc
5f64283b89e2bbeb,http://94.237.57.211:40271/stats/5f64283b89e2bbeb_index.html/stats.txt,,816,404,52,4,3,text/html,76.752777ms,,645fe330
da587968a1416ae0,http://94.237.57.211:40271/stats/da587968a1416ae0_index.html/stats.txt,,976,404,52,4,3,text/html,78.286725ms,,645fe3d0
3a3ef108f4425b8c,http://94.237.57.211:40271/stats/3a3ef108f4425b8c_index.html/stats.txt,,835,404,52,4,3,text/html,80.261127ms,,645fe343
85e29a4fe4394a94,http://94.237.57.211:40271/stats/85e29a4fe4394a94_index.html/stats.txt,,828,404,52,4,3,text/html,77.307598ms,,645fe33c
cd63295fa0e36aa8,http://94.237.57.211:40271/stats/cd63295fa0e36aa8_index.html/stats.txt,,966,404,52,4,3,text/html,80.825306ms,,645fe3c6
592219166eb56d4a,http://94.237.57.211:40271/stats/592219166eb56d4a_index.html/stats.txt,,985,404,52,4,3,text/html,80.792362ms,,645fe3d9
2fc04c35c8070b16,http://94.237.57.211:40271/stats/2fc04c35c8070b16_index.html/stats.txt,,1009,404,52,4,3,text/html,75.241293ms,,645fe3f1
66c0d36d3cecd353,http://94.237.57.211:40271/stats/66c0d36d3cecd353_index.html/stats.txt,,826,404,52,4,3,text/html,97.587388ms,,645fe33a
c9920cb9062aeec8,http://94.237.57.211:40271/stats/c9920cb9062aeec8_index.html/stats.txt,,891,404,52,4,3,text/html,79.108808ms,,645fe37b
cf80bb05ff5fcac9,http://94.237.57.211:40271/stats/cf80bb05ff5fcac9_index.html/stats.txt,,1010,404,52,4,3,text/html,79.912022ms,,645fe3f2
0421d9b8a4f35cd8,http://94.237.57.211:40271/stats/0421d9b8a4f35cd8_index.html/stats.txt,,955,404,52,4,3,text/html,76.163604ms,,645fe3bb
6930249700cfdf2d,http://94.237.57.211:40271/stats/6930249700cfdf2d_index.html/stats.txt,,939,404,52,4,3,text/html,74.770813ms,,645fe3ab
2d9996b96570de72,http://94.237.57.211:40271/stats/2d9996b96570de72_index.html/stats.txt,,936,404,52,4,3,text/html,76.245817ms,,645fe3a8
4ec875a5367ea3c4,http://94.237.57.211:40271/stats/4ec875a5367ea3c4_index.html/stats.txt,,1006,404,52,4,3,text/html,102.892775ms,,645fe3ee
8c7cbb2d06c30e0a,http://94.237.57.211:40271/stats/8c7cbb2d06c30e0a_index.html/stats.txt,,885,404,52,4,3,text/html,102.647754ms,,645fe375
ee4d1cab250c0b54,http://94.237.57.211:40271/stats/ee4d1cab250c0b54_index.html/stats.txt,,1012,404,52,4,3,text/html,77.312405ms,,645fe3f4
d1dad2d03d7827ac,http://94.237.57.211:40271/stats/d1dad2d03d7827ac_index.html/stats.txt,,872,404,52,4,3,text/html,102.188737ms,,645fe368
0ae602283d54f2ba,http://94.237.57.211:40271/stats/0ae602283d54f2ba_index.html/stats.txt,,1004,404,52,4,3,text/html,99.282339ms,,645fe3ec
74215dcef1f9ac1a,http://94.237.57.211:40271/stats/74215dcef1f9ac1a_index.html/stats.txt,,890,404,52,4,3,text/html,102.199876ms,,645fe37a
f36153888671ed84,http://94.237.57.211:40271/stats/f36153888671ed84_index.html/stats.txt,,879,404,52,4,3,text/html,102.053929ms,,645fe36f
d0460d9f576d09fe,http://94.237.57.211:40271/stats/d0460d9f576d09fe_index.html/stats.txt,,1002,404,52,4,3,text/html,102.879979ms,,645fe3ea
5c425aa6faa275ad,http://94.237.57.211:40271/stats/5c425aa6faa275ad_index.html/stats.txt,,926,404,52,4,3,text/html,77.410608ms,,645fe39e
939ebaa793ea6afd,http://94.237.57.211:40271/stats/939ebaa793ea6afd_index.html/stats.txt,,942,404,52,4,3,text/html,79.593365ms,,645fe3ae
