FUZZ,url,redirectlocation,position,status_code,content_length,content_words,content_lines,content_type,duration,resultfile,Ffufhash
4f009997cc753068,http://94.237.57.211:40271/stats/4f009997cc753068_index.html/stats.txt,,8,404,52,4,3,text/html,76.029559ms,,d9a488
92cd4e5648ccdb99,http://94.237.57.211:40271/stats/92cd4e5648ccdb99_index.html/stats.txt,,4,404,52,4,3,text/html,76.609642ms,,d9a484
dd30f6e9f206f920,http://94.237.57.211:40271/stats/dd30f6e9f206f920_index.html/stats.txt,,24,404,52,4,3,text/html,75.149348ms,,d9a4818
d879e36f2c09bde8,http://94.237.57.211:40271/stats/d879e36f2c09bde8_index.html/stats.txt,,3,404,52,4,3,text/html,76.531869ms,,d9a483
51d05c0bbb6a5e2a,http://94.237.57.211:40271/stats/51d05c0bbb6a5e2a_index.html/stats.txt,,1,404,52,4,3,text/html,76.47107ms,,d9a481
2916baf5701c5f73,http://94.237.57.211:40271/stats/2916baf5701c5f73_index.html/stats.txt,,14,404,52,4,3,text/html,76.202286ms,,d9a48e
a16b4a331b2078c1,http://94.237.57.211:40271/stats/a16b4a331b2078c1_index.html/stats.txt,,42,404,52,4,3,text/html,74.751383ms,,d9a482a
1706233778f1d52d,http://94.237.57.211:40271/stats/1706233778f1d52d_index.html/stats.txt,,29,404,52,4,3,text/html,75.865845ms,,d9a481d
439228eb7820e25d,http://94.237.57.211:40271/stats/439228eb7820e25d_index.html/stats.txt,,15,404,52,4,3,text/html,76.549399ms,,d9a48f
cef8c5748a9f9340,http://94.237.57.211:40271/stats/cef8c5748a9f9340_index.html/stats.txt,,56,404,52,4,3,text/html,75.76003ms,,d9a4838
999291bf54a332e9,http://94.237.57.211:40271/stats/999291bf54a332e9_index.html/stats.txt,,30,404,52,4,3,text/html,76.699313ms,,d9a481e
b1700fb82e296bc0,http://94.237.57.211:40271/stats/b1700fb82e296bc0_index.html/stats.txt,,16,404,52,4,3,text/html,77.717188ms,,d9a4810
903ccef53e2dfd47,http://94.237.57.211:40271/stats/903ccef53e2dfd47_index.html/stats.txt,,2,404,52,4,3,text/html,79.003131ms,,d9a482
9537ad1a3086c00d,http://94.237.57.211:40271/stats/9537ad1a3086c00d_index.html/stats.txt,,27,404,52,4,3,text/html,79.19221ms,,d9a481b
91a7950dcc5a6269,http://94.237.57.211:40271/stats/91a7950dcc5a6269_index.html/stats.txt,,10,404,52,4,3,text/html,79.557049ms,,d9a48a
c1850d32a16ca5e4,http://94.237.57.211:40271/stats/c1850d32a16ca5e4_index.html/stats.txt,,18,404,52,4,3,text/html,79.537326ms,,d9a4812
9c37a457a2038132,http://94.237.57.211:40271/stats/9c37a457a2038132_index.html/stats.txt,,5,404,52,4,3,text/html,80.797235ms,,d9a485
3f4f277e7c24c555,http://94.237.57.211:40271/stats/3f4f277e7c24c555_index.html/stats.txt,,6,404,52,4,3,text/html,81.230186ms,,d9a486
acd4c04ed7418017,http://94.237.57.211:40271/stats/acd4c04ed7418017_index.html/stats.txt,,9,404,52,4,3,text/html,81.628575ms,,d9a489
b6b6f7a8bcf0c8fd,http://94.237.57.211:40271/stats/b6b6f7a8bcf0c8fd_index.html/stats.txt,,28,404,52,4,3,text/html,80.441311ms,,d9a481c
036c2a1eeeabcb18,http://94.237.57.211:40271/stats/036c2a1eeeabcb18_index.html/stats.txt,,17,404,52,4,3,text/html,80.953016ms,,d9a4811
4cd3253a85f9d9a6,http://94.237.57.211:40271/stats/4cd3253a85f9d9a6_index.html/stats.txt,,23,404,52,4,3,text/html,81.345664ms,,d9a4817
9da8c4cab181b243,http://94.237.57.211:40271/stats/9da8c4cab181b243_index.html/stats.txt,,7,404,52,4,3,text/html,82.209662ms,,d9a487
b3f55218b86b3432,http://94.237.57.211:40271/stats/b3f55218b86b3432_index.html/stats.txt,,35,404,52,4,3,text/html,84.478915ms,,d9a4823
618e78fb7124b612,http://94.237.57.211:40271/stats/618e78fb7124b612_index.html/stats.txt,,45,404,52,4,3,text/html,89.14365ms,,d9a482d
032633b4a8e5f8f7,http://94.237.57.211:40271/stats/032633b4a8e5f8f7_index.html/stats.txt,,11,404,52,4,3,text/html,85.983308ms,,d9a48b
48d61fdc67afeaf0,http://94.237.57.211:40271/stats/48d61fdc67afeaf0_index.html/stats.txt,,43,404,52,4,3,text/html,91.842232ms,,d9a482b
a5285d5e9391900e,http://94.237.57.211:40271/stats/a5285d5e9391900e_index.html/stats.txt,,39,404,52,4,3,text/html,92.720975ms,,d9a4827
e5918eb106be1ab3,http://94.237.57.211:40271/stats/e5918eb106be1ab3_index.html/stats.txt,,12,404,52,4,3,text/html,94.684413ms,,d9a48c
792464ea491bfcd8,http://94.237.57.211:40271/stats/792464ea491bfcd8_index.html/stats.txt,,49,404,52,4,3,text/html,95.344121ms,,d9a4831
ffcdcf77edb1d49f,http://94.237.57.211:40271/stats/ffcdcf77edb1d49f_index.html/stats.txt,,19,404,52,4,3,text/html,101.898838ms,,d9a4813
92da016a1b8281ac,http://94.237.57.211:40271/stats/92da016a1b8281ac_index.html/stats.txt,,13,404,52,4,3,text/html,101.065784ms,,d9a48d
b5c9a1096dd3f247,http://94.237.57.211:40271/stats/b5c9a1096dd3f247_index.html/stats.txt,,34,404,52,4,3,text/html,103.549568ms,,d9a4822
7a0fc336ff8c3316,http://94.237.57.211:40271/stats/7a0fc336ff8c3316_index.html/stats.txt,,32,404,52,4,3,text/html,104.417074ms,,d9a4820
7f553ee24b9c3d11,http://94.237.57.211:40271/stats/7f553ee24b9c3d11_index.html/stats.txt,,148,404,52,4,3,text/html,92.711315ms,,d9a4894
dadf030b65c3181b,http://94.237.57.211:40271/stats/dadf030b65c3181b_index.html/stats.txt,,31,404,52,4,3,text/html,109.775178ms,,d9a481f
f3de203c00581db5,http://94.237.57.211:40271/stats/f3de203c00581db5_index.html/stats.txt,,37,404,52,4,3,text/html,115.347968ms,,d9a4825
5ad9ba44bec72c91,http://94.237.57.211:40271/stats/5ad9ba44bec72c91_index.html/stats.txt,,136,404,52,4,3,text/html,129.830213ms,,d9a4888
21e3574f0cc2100f,http://94.237.57.211:40271/stats/21e3574f0cc2100f_index.html/stats.txt,,20,404,52,4,3,text/html,154.506743ms,,d9a4814
dd9c4036a118aae9,http://94.237.57.211:40271/stats/dd9c4036a118aae9_index.html/stats.txt,,57,404,52,4,3,text/html,138.248002ms,,d9a4839
e92b4c431e904106,http://94.237.57.211:40271/stats/e92b4c431e904106_index.html/stats.txt,,142,404,52,4,3,text/html,134.197606ms,,d9a488e
a4f4ff9809308bb7,http://94.237.57.211:40271/stats/a4f4ff9809308bb7_index.html/stats.txt,,135,404,52,4,3,text/html,136.421577ms,,d9a4887
f8d0ac29296dad63,http://94.237.57.211:40271/stats/f8d0ac29296dad63_index.html/stats.txt,,141,404,52,4,3,text/html,135.100532ms,,d9a488d
b5a7bd6426c11273,http://94.237.57.211:40271/stats/b5a7bd6426c11273_index.html/stats.txt,,26,404,52,4,3,text/html,375.280106ms,,d9a481a
2e3a2e1de6f935a7,http://94.237.57.211:40271/stats/2e3a2e1de6f935a7_index.html/stats.txt,,21,404,52,4,3,text/html,376.452267ms,,d9a4815
7e42d91faf7f04ae,http://94.237.57.211:40271/stats/7e42d91faf7f04ae_index.html/stats.txt,,22,404,52,4,3,text/html,377.321363ms,,d9a4816
735b32beb01184f0,http://94.237.57.211:40271/stats/735b32beb01184f0_index.html/stats.txt,,58,404,52,4,3,text/html,371.411263ms,,d9a483a
ff25ab2863f55e5b,http://94.237.57.211:40271/stats/ff25ab2863f55e5b_index.html/stats.txt,,144,404,52,4,3,text/html,381.887154ms,,d9a4890
d0565f2d45b87fb3,http://94.237.57.211:40271/stats/d0565f2d45b87fb3_index.html/stats.txt,,191,404,52,4,3,text/html,377.860348ms,,d9a48bf
fa6111b8293e4a36,http://94.237.57.211:40271/stats/fa6111b8293e4a36_index.html/stats.txt,,140,404,52,4,3,text/html,381.672518ms,,d9a488c
d3d7f646f89e13f3,http://94.237.57.211:40271/stats/d3d7f646f89e13f3_index.html/stats.txt,,143,404,52,4,3,text/html,384.594027ms,,d9a488f
be7847b7165aaa15,http://94.237.57.211:40271/stats/be7847b7165aaa15_index.html/stats.txt,,147,404,52,4,3,text/html,386.812706ms,,d9a4893
e74396f07321a7cd,http://94.237.57.211:40271/stats/e74396f07321a7cd_index.html/stats.txt,,139,404,52,4,3,text/html,387.027494ms,,d9a488b
0dba86763158c183,http://94.237.57.211:40271/stats/0dba86763158c183_index.html/stats.txt,,137,404,52,4,3,text/html,388.014093ms,,d9a4889
4d3bc692f446458f,http://94.237.57.211:40271/stats/4d3bc692f446458f_index.html/stats.txt,,195,404,52,4,3,text/html,417.9755ms,,d9a48c3
90ac5320a3ea5337,http://94.237.57.211:40271/stats/90ac5320a3ea5337_index.html/stats.txt,,88,404,52,4,3,text/html,414.630212ms,,d9a4858
