FUZZ,url,redirectlocation,position,status_code,content_length,content_words,content_lines,content_type,duration,resultfile,Ffufhash
29cdbaabf2fbe346,http://94.237.57.211:40271/stats/29cdbaabf2fbe346_index.html/stats.txt,,2,404,52,4,3,text/html,76.745618ms,,d33692
3e017e97eadc6b96,http://94.237.57.211:40271/stats/3e017e97eadc6b96_index.html/stats.txt,,10,404,52,4,3,text/html,77.267765ms,,d3369a
f449fe154b48962d,http://94.237.57.211:40271/stats/f449fe154b48962d_index.html/stats.txt,,124,404,52,4,3,text/html,76.487209ms,,d33697c
0870d4b28a295448,http://94.237.57.211:40271/stats/0870d4b28a295448_index.html/stats.txt,,33,404,52,4,3,text/html,80.062006ms,,d336921
32af3c54ec18db5c,http://94.237.57.211:40271/stats/32af3c54ec18db5c_index.html/stats.txt,,12,404,52,4,3,text/html,79.572769ms,,d3369c
de321cec4ac430f6,http://94.237.57.211:40271/stats/de321cec4ac430f6_index.html/stats.txt,,38,404,52,4,3,text/html,76.33467ms,,d336926
983238e0794d3d34,http://94.237.57.211:40271/stats/983238e0794d3d34_index.html/stats.txt,,27,404,52,4,3,text/html,82.552882ms,,d33691b
4f321549fd824ea9,http://94.237.57.211:40271/stats/4f321549fd824ea9_index.html/stats.txt,,32,404,52,4,3,text/html,87.456851ms,,d336920
67c6697351ff4aec,http://94.237.57.211:40271/stats/67c6697351ff4aec_index.html/stats.txt,,1,404,52,4,3,text/html,85.978449ms,,d33691
fb29d1e6053c7c94,http://94.237.57.211:40271/stats/fb29d1e6053c7c94_index.html/stats.txt,,14,404,52,4,3,text/html,91.494442ms,,d3369e
75d8be6189f95cbb,http://94.237.57.211:40271/stats/75d8be6189f95cbb_index.html/stats.txt,,15,404,52,4,3,text/html,92.87912ms,,d3369f
abb2cdc69bb45411,http://94.237.57.211:40271/stats/abb2cdc69bb45411_index.html/stats.txt,,7,404,52,4,3,text/html,93.010423ms,,d33697
70e93ea141e1fc67,http://94.237.57.211:40271/stats/70e93ea141e1fc67_index.html/stats.txt,,9,404,52,4,3,text/html,90.96024ms,,d33699
66320db73158a35a,http://94.237.57.211:40271/stats/66320db73158a35a_index.html/stats.txt,,5,404,52,4,3,text/html,88.820403ms,,d33695
8f385c2aecb03bfb,http://94.237.57.211:40271/stats/8f385c2aecb03bfb_index.html/stats.txt,,11,404,52,4,3,text/html,91.370242ms,,d3369b
0e827441213ddc87,http://94.237.57.211:40271/stats/0e827441213ddc87_index.html/stats.txt,,8,404,52,4,3,text/html,95.141112ms,,d33698
bc5f4e77facb6c05,http://94.237.57.211:40271/stats/bc5f4e77facb6c05_index.html/stats.txt,,28,404,52,4,3,text/html,99.793222ms,,d33691c
f75ea0f210a8f605,http://94.237.57.211:40271/stats/f75ea0f210a8f605_index.html/stats.txt,,43,404,52,4,3,text/html,104.704467ms,,d33692b
3ffe6b65795a903c,http://94.237.57.211:40271/stats/3ffe6b65795a903c_index.html/stats.txt,,179,404,52,4,3,text/html,113.596557ms,,d3369b3
22fce466da610b63,http://94.237.57.211:40271/stats/22fce466da610b63_index.html/stats.txt,,57,404,52,4,3,text/html,129.366815ms,,d336939
eef02f6e20024981,http://94.237.57.211:40271/stats/eef02f6e20024981_index.html/stats.txt,,120,404,52,4,3,text/html,150.713334ms,,d336978
e10933a655573b1d,http://94.237.57.211:40271/stats/e10933a655573b1d_index.html/stats.txt,,119,404,52,4,3,text/html,149.6454ms,,d336977
ffca4db5a88a075e,http://94.237.57.211:40271/stats/ffca4db5a88a075e_index.html/stats.txt,,118,404,52,4,3,text/html,361.568833ms,,d336976
ac86212baa1a55a2,http://94.237.57.211:40271/stats/ac86212baa1a55a2_index.html/stats.txt,,29,404,52,4,3,text/html,365.460296ms,,d33691d
1f231ea81c7b64c5,http://94.237.57.211:40271/stats/1f231ea81c7b64c5_index.html/stats.txt,,19,404,52,4,3,text/html,364.542345ms,,d336913
45462786e53fa98d,http://94.237.57.211:40271/stats/45462786e53fa98d_index.html/stats.txt,,126,404,52,4,3,text/html,365.95371ms,,d33697e
a3847f2dadd47647,http://94.237.57.211:40271/stats/a3847f2dadd47647_index.html/stats.txt,,37,404,52,4,3,text/html,368.535193ms,,d336925
9a0abcd50e18a844,http://94.237.57.211:40271/stats/9a0abcd50e18a844_index.html/stats.txt,,34,404,52,4,3,text/html,368.911192ms,,d336922
7cc254f81be8e78d,http://94.237.57.211:40271/stats/7cc254f81be8e78d_index.html/stats.txt,,3,404,52,4,3,text/html,375.92869ms,,d33693
765a2e63339fc99a,http://94.237.57.211:40271/stats/765a2e63339fc99a_index.html/stats.txt,,4,404,52,4,3,text/html,374.560646ms,,d33694
255d051758e95ed4,http://94.237.57.211:40271/stats/255d051758e95ed4_index.html/stats.txt,,6,404,52,4,3,text/html,375.479861ms,,d33696
9bbfab0ed59801d6,http://94.237.57.211:40271/stats/9bbfab0ed59801d6_index.html/stats.txt,,85,404,52,4,3,text/html,371.039491ms,,d336955
8760748a76db74a1,http://94.237.57.211:40271/stats/8760748a76db74a1_index.html/stats.txt,,132,404,52,4,3,text/html,376.200021ms,,d336984
